messageid,Fulltext,Sender,SenderType,timeReceived,MainText,Url,Subdomain,Domain,TLD,RedirectedURL,Detected,Malicious,Phishing,Suspicious,Malware,Brand,URL Subcategory,Message Categories,FullyQualifiedDomain,Domain Registrar,Domain Creation Date,Domain Last Update
1714,"2:45
+60 14 7367 192>
[I.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information.
In order to expedite the
processing of your refund and
avoid potential delays or
penalties, please provide
accurate personal information
immediately to ensure precise
payment. Deadline: November
15, 2023.
https://irs.gov.direct-
capitals.com
(Please reply 'y', then exit the
message, reopen the
message to activate the link,
or copy the link and open it in
the Safari browser.)
Thank you for your
cooperation!
A
A
iMessage
Cash
CHA
80",+60 14 7367 192,Phone Number,"11/09/2023, 21:34:46","In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation!",https://irs.gov.direct-capitals.com,"irs, gov",direct-capitals,com,,21,5,15,0,1,IRS,Deceptive subdomain,Account Alert,irs.gov.direct-capitals.com,ALIBABA.COM,10/20/2023,10/20/2023
1715,"11:32
Paytm
VK-DERMAT
Knock Knock..It's FLAT 500
CASHBACK
This Diwali @ Fantastic Friday
Sale
Don't Wait Now. Shop & Apply
CB500
Friday, November 3
u1.mnge.co/DJ8PKA
TheDermaCo
|||
O
*
Vo))
2 || 88%
10:12 a.m.",VK-DERMAT,,"11/10/2023, 06:02:51",Knock Knock..It's FLAT 500 CASHBACK This Diwali @ Fantastic Friday Sale Don't Wait Now. Shop & Apply CB500 u1.mnge.co/DJ8PKA TheDermaCo,u1.mnge.co/DJ8PKA,u1,mnge,co,https://u1.mnge.co/DJ8PKA,0,0,0,0,0,The Derma Co,Random Domain,Advertisement,u1.mnge.co,"GoDaddy.com, LLC",6/12/2018,5/19/2023
1716,"?
QOD! X
+44 7745 779014
G Why this looks like spam
Similar messages you received were identified as
spam. Google keeps your personal information private,
safe, and secure.
https://irs.gov.easy
-transaction.com
[ I.R.S ] You will receive
a tax refund of $573.00,
but cannot process
it due to incomplete
personal information.
Please confirm your
information in the link.
?,
acor
??
In order to expedite
the processing of
your refund and avoid
potential delays or
penalties, please provide
RCS message
53% 6:39
Not spam
:
?",+44 7745 779014,Phone Number,"11/10/2023, 15:52:08","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.easy-transaction.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide acor",https://irs.gov.easy-transaction.com,"irs, gov",easy-transaction,com,,21,4,17,0,0,IRS,Deceptive subdomain,Other,irs.gov.easy-transaction.com,ALIBABA.COM,11/3/2023,11/3/2023
1717,"10:44
<
JD
+44 7751 934102
10:23 AM, Nov 9
[ I.R.S ] You will receive a tax refund
of $573.00, but cannot process it due
to incomplete personal information.
Please confirm your information in the
link.
https://irs.gov.easy-transaction.com
In order to expedite the processing of
your refund and avoid potential delays
or penalties, please provide accurate
personal information immediately to
ensure precise payment. Deadline:
November 30, 2023.
Thank you
Sincerely, [IRS]
Copy text
for your cooperation!
|||
83% ?? .
Share
More
<",+44 7751 934102 10,Phone Number,"11/10/2023, 15:56:17","< [ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.easy-transaction.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you Sincerely, [IRS]",https://irs.gov.easy-transaction.com,"irs, gov",easy-transaction,com,,21,4,17,0,0,IRS,Deceptive subdomain,Account Alert,irs.gov.easy-transaction.com,ALIBABA.COM,11/3/2023,11/3/2023
1720,"21:09
(?)
scbwab43reply_nopq...
This message is from an unsaved number. Beware of smishing and phishing.
|||
CharlesSchwabAct1d.pd13:Your account has
been locked due to unusual transactions.visit
https://colegioina.edu.pe/schwab/to
Block number
+
Sunday, October 8
O
. ..|| 34%
14:11
?
<
·||||",scbwab43reply_nopq...,Email To Text,"11/11/2023, 05:29:24",CharlesSchwabAct1d.pd13:Your account has been locked due to unusual transactions.visit https://colegioina.edu.pe/schwab/,https://colegioina.edu.pe/schwab/,,colegioina,"edu, pe",,0,0,0,0,0,Charles Schwab,Random Domain,Account Alert,colegioina.edu.pe,NIC.PE,9/18/2023,9/18/2023
1723,"21:09
(?)
(628) 212-4986
This message is from an unsaved number. Beware of smishing and phishing.
|||
Block number
LEMON
NADE
You have a new notification: https://iaqwqtii.com
/6hTbr Reply STOP to optout
Tuesday, September 19
+
O
...|| 34%
MMS
11:57
?
<
·||||",(628) 212-4986,Phone Number,"11/11/2023, 05:35:19",LEMON NADE You have a new notification: https://iaqwqtii.com/6hTbr Reply STOP to optout,https://iaqwqtii.com,,iaqwqtii,com,,0,0,0,0,0,,Random Domain,Advertisement,iaqwqtii.com,Tucows Domains Inc.,9/7/2023,9/7/2023
1725,"12:16
<
O
Delivery service: Provide the
correct delivery address to
avoid delay in receiving the
goods due to incomplete door
number. After replying ""OK"",
reconfirm your address
http://wausps.com/go/
Tracking/X2F13
Please update it timely.
CK
+60 11 6364 3021 >
iMessage
Today 12:06 PM
A
A
The sender is not in your contact list.
Report Junk
iMessage
Cash
all?",+60 11 6364 3021,Phone Number,"11/11/2023, 05:37:41","Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"", reconfirm your address http://wausps.com/go/Tracking/X2F13 Please update it timely. ",http://wausps.com/go/Tracking/X2F13,,wausps,com,,0,0,0,0,0,CK,Deceptive TLD,Delivery,wausps.com,ALIBABA.COM,8/21/2022,9/28/2023
1726,"21:09
(?)
no_reply54webtig@nc...
This message is from an unsaved number. Beware of smishing and phishing.
|||
Block number
MetaMask?bvs2y.mk 11:Your wallet has been
locked due to ununsual transactions.visit
https://iepsantodomingosavio.edu.pe/metama
Tuesday, September 19
+ |
O
..|| 34%
18:10
?
<
·||||",no_reply54webtig@nc...,Email To Text,"11/11/2023, 05:39:11",MetaMask?bvs2y.mk 11:Your wallet has been locked due to ununsual transactions.visit https://iepsantodomingosavio.edu.pe/metama,https://iepsantodomingosavio.edu.pe/metama,,iepsantodomingosavio,"edu, pe",,0,0,0,0,0,MetaMask,Deceptive TLD,Account Alert,iepsantodomingosavio.edu.pe,NIC.PE,9/18/2023,9/18/2023
1729,"21:12
(760) 273-1262 ?
ee
BY WC
(?)
This message is from an unsaved number. Beware of smishing and phishing.
Block number
You have a new notification: https://iaqwqqit.com
/6ycyEm Reply STOP to optout
|||
Monday, July 3
+ |
O
MMS
10:16
l 34%.
?
<
·||||",(760) 273-1262,Phone Number,"11/11/2023, 05:41:55",BMWC You have a new notification: https://iaqwqqit.com/6ycyEm Reply STOP to optout, https://iaqwqqit.com/6ycyEm,,iaqwqqit,com,,2,2,0,0,0,,Random Domain,Advertisement,iaqwqqit.com,Tucows Domains Inc.,6/27/2023,6/27/2023
1731,"21:10
(?)
no_38replyvoomarcus...
CharlesSchwabAcgy7b.aq60:Your account has
been locked due to ununsual transactions.visit
https://institutohaquira.ed
|||
Thursday, September 7
+
O
15:16
...|| 34%
? ·||||
<",no_38replyvoomarcus...,Email To Text,"11/11/2023, 05:44:13",CharlesSchwabAcgy7b.aq60:Your account has been locked due to ununsual transactions.visit https://institutohaquira.ed,https://institutohaquira.ed,,,,,,,,,,Charles Schwab,,Account Alert,,,,
1732,"21:17
(?)
+1 216-971-8058
Personal Line
|||
This message is from an unsaved number. Beware of smishing and phishing.
Block number
#NavyFed: $870 withdrawn at ATMSW-2. To dispute,
go to bit.ly/navyauth
Friday, August 5, 2022
+ |
O
. .|| 33%.
21:09
?
<
·||||",+1 216-971-8058,Phone Number,"11/11/2023, 05:45:36","#NavyFed: $870 withdrawn at ATMSW-2. To dispute, go to bit.ly/navyauth",bit.ly/navyauth,,bit,ly,https://ox0.link/Card?utm_campaign=monsoon_collection,3,1,1,1,1,NavyFed,URL Shortener,Finance/Crypto,ox0.link,"HOSTINGER operations, UAB",8/4/2022,8/4/2022
1735,"..oo AT&T 4G
3:50 PM
<Messages (1) +1 (202) 609-0301
Text Message
Today 3:40 PM
WARNING: (Criminal
Investigation Division) I.R.S is
filing lawsuit against you, for
more information call on +1
7038798780 on urgent basis,
Otherwise your arrest warrant
will be forwarded to your local
police department and your
property and bank accounts and
social benifits will be frozen by
government.
O
Text Message
Details
Send",+1 (202) 609-0301,Phone Number,"11/11/2023, 05:53:40","WARNING: (Criminal Investigation Division) I.R.S is filing lawsuit against you, for more information call on +1 7038798780 on urgent basis, Otherwise your arrest warrant will be forwarded to your local police department and your property and bank accounts and social benifits will be frozen by government. ",,,,,,,,,,,I.R.S,,Lawsuits/Settlements,,,,
1736,"10:54 1
RBANK >
Beware of messages pretending to
be from RBank saying you won cash
as Loyalty Reward. DO NOT click the
link. This is a scam! RBank no longer
sends links to keep your account
secure. For a safe online banking
experience, only transact using your
RBank Digital app.
www, nipi U, L'OUT ME
Fri, Apr 8, 8:24 AM
Beware of messages pretending to
be from RBank saying you won cash
as Loyalty Reward. DO NOT click the
link. This is a scam! RBank no longer
sends links to keep your account
secure. For a safe online banking
experience, only transact using your
RBank Digital app.
A
Yesterday 7:46 PM
Good Day! We would like to inform
everyone on the recent security
breach on our server which led to
access of user's data. We encourage
everyone to update your accounts.
Affected users will receive this
message and account will be
disabled in 24 hours until you update
your account. Update account here:
Inkd.in/etiYT6vd
O
Text Message
CONCE",RBANK,,"11/11/2023, 05:55:07","Beware of messages pretending to be from RBank saying you won cash as Loyalty Reward. DO NOT click the link. This is a scam! RBank no longer sends links to keep your account secure. For a safe online banking experience, only transact using your RBank Digital app. Fri, Apr 8, 8:24 AM Beware of messages pretending to be from RBank saying you won cash as Loyalty Reward. DO NOT click the link. This is a scam! RBank no longer sends links to keep your account secure. For a safe online banking experience, only transact using your RBank Digital app. Yesterday 7:46 PM Good Day! We would like to inform everyone on the recent security breach on our server which led to access of user's data. We encourage everyone to update your accounts. Affected users will receive this message and account will be disabled in 24 hours until you update your account. Update account here: Inkd.in/etiYT6vd",Inkd.in/etiYT6vd,,inkd,in,,1,1,0,1,0,RBank,Random Domain,Account Alert,inkd.in,Endurance Digital Domain Technology LLP,12/21/2010,12/5/2022
1737,"AT&T Wi-Fi
<
http://
FRM:AMEX@Message
SUBJ:Card Alert
MSG:Card Alert;Card Alert
3:27 PM
?
1 (410) 200-513>
A
Text Message
Today 3:12 PM
www.americanexpress-
message.com
A
Text Message
Pay
72%",(410) 200-513,Phone Number,"11/11/2023, 05:56:20",FRM:AMEX@Message SUBJ:Card Alert MSG:Card Alert;Card Alert http://www.americanexpress-message.com,http://www.americanexpress-message.com,www,americanexpress-message,com,,1,0,1,0,0,American Express,Deceptive TLD,Account Alert,www.americanexpress-message.com,Web Commerce Communications Limited dba WebNic.cc,6/23/2019,9/3/2020
1738,"AT&T Wi-Fi >
FRM:USBANK
SUBJ:USBANK Unusual
ID:
6:02 PM
1 (410) 100-013>
Text Message
Today 5:59 PM
Activity!
MSG:Acc Frozen
TO UNLOCK GO = http://
gkkn.site?USBANK
XUF
EDGWGNGKNZQBDMCM
ODJGOFKLDVHRVTTVOFI
O A Text Message
A
*Pay
51%
S",(410) 100-013,Phone Number,"11/11/2023, 05:56:54",FRM:USBANK SUBJ:USBANK Unusual Activity! MSG:Acc Frozen TO UNLOCK GO = http://gkkn.site?USBANK ID: EDGWGNGKNZQBDMCM ODJGOFKLDVHRVTTVOFI XUF ,http://gkkn.site?USBANK,,gkkn,site,,0,0,0,0,0,USBANK,Random Domain,Account Alert,gkkn.site,,,
1741,"..ooo Verizon
<
11:48 AM
(
id74426@online.net
Text Message
Today 11:16 AM
Important message sent to
you by
. Code:
VISA DEBIT Card Locked.
Call support at:
855-804-8470. Thank
you!
Alert Code:
DsDXQxJKjZCdPnlNJFq
A
Text Message
?",id74426@online.net,Email To Text,"11/11/2023, 06:01:42",Important message sent to . Code: you by VISA DEBIT Card Locked. Call support at: 855-804-8470. Thank you! Alert Code: DsDXQxJKjZCdPnlNJFq,,,,,,,,,,,VISA,,Account Alert,,,,
1743,"AT&T
<
O
2:19 PM
9
+1 (323) 356-7217>
Hello mate, your FEDEX
package with tracking
code GB-6412-GH83 is
waiting for you to set
delivery preferences:
c7dvr.info/FGdGtk12vilM
A
Text Message
Sat, Jan 18, 7:39 AM
Text Message",+1 (323) 356-7217,Phone Number,"11/11/2023, 06:05:00","Hello mate, your FEDEX package with tracking code GB-6412-GH83 is waiting for you to set delivery preferences: c7dvr.info/FGdGtk12vilM O",c7dvr.info/FGdGtk12vilM,,c7dvr,info,,0,0,0,0,0,FEDEX,Random Domain,Delivery,c7dvr.info,"NameCheap, Inc.",1/18/2020,1/18/2020
1744,Here is the free courses for you. \nhttps://rb.gy/4bt3g,,,"11/11/2023, 06:58:27",Here is the free courses for you. https://rb.gy/4bt3g,https://rb.gy/4bt3g,,rb,gy,https://www.techprofree.com/category/books/,3,1,2,0,0,,URL Shortener,Advertisement,www.techprofree.com,WEBCC,4/22/2019,4/4/2023
1746,"10:49
?
10:48 AM
01947-384890
+
10:48 AM
Dear, you passed the interview. An average
of 6,000 TK can be received every day,
contact: https://wa.me/8801751068418
Texting with 01947-384890 (SMS/MMS)
0
Tap to load preview
Text message
27%
:",01947-384890,Phone Number,"11/13/2023, 05:11:58","Dear, you passed the interview. An average of 6,000 TK can be received every day, contact: https://wa.me/8801751068418 10:48 AM",https://wa.me/8801751068418,,wa,me,https://api.whatsapp.com/send/?phone=8801751068418&text&type=phone_number&app_absent=0&_fb_noscript=1,1,0,1,0,0,,Random Domain,Job Advertisement,wa.me,"RegistrarSafe, LLC",7/24/2009,8/1/2023
